Name,BSE Code,NSE Code,ISIN Code,Sector,Industry Group,Industry
Shree Ram Prote.,,SRPL,INE008Z01020,FMCG (Consumer Staples),Agricultural Food & other Products,Edible Oil
Shree Ram Twist.,,,INE19GK01015,,,
Shree Rama News.,500356,RAMANEWS,INE278B01020,Materials,"Paper, Forest & Jute Products",Paper & Paper Products
Shree Refrigerat,544458,,INE0FMZ01045,Industrials,Industrial Manufacturing,Industrial Products
Shree Salasar,503635,,INE315N01017,Financial Services,Finance,Other Financial Services
Shree Securities,538975,,INE397C01026,Financial Services,Finance,Non Banking Financial Company (NBFC)
Shree Tirupati,,TIRUPATI,INE238Y01018,Industrials,Industrial Products,Plastic Products - Industrial
Shree TirupatiBa,544249,BALAJEE,INE0S2G01011,Industrials,Industrial Products,Packaging
Shree Vasu Logis,,SVLL,INE00CE01017,Industrials,Transport Services,Logistics Solution Provider
Shreeji Global,,SHETHJI,INE1FL101016,FMCG (Consumer Staples),Agricultural Food & other Products,Other Agricultural Products
Shreeji Ship. Gl,544490,SHREEJISPG,INE1B6101010,Industrials,Transport Services,Shipping
Shreeji Translog,540738,,INE402Y01028,Industrials,Transport Services,Logistics Solution Provider
Shreenath Paper,544372,,INE0RXS01018,Industrials,Commercial Services & Supplies,Trading & Distributors
Shreeoswal Seeds,,OSWALSEEDS,INE00IK01029,FMCG (Consumer Staples),Agricultural Food & other Products,Other Agricultural Products
Shreeshay Engi.,541112,,INE452Z01012,Construction & Infrastructure,Construction,Civil Construction
Shreevatsaa Fin.,532007,,INE981C01019,Industrials,Commercial Services & Supplies,Diversified Commercial Services
Shrem InvIT,,SHREMINVIT,INE0GTI23014,Construction & Infrastructure,Construction,Civil Construction
Shrenik,,SHRENIK,INE632X01030,Materials,"Paper, Forest & Jute Products",Paper & Paper Products
Shreyans Inds.,516016,SHREYANIND,INE231C01019,Materials,"Paper, Forest & Jute Products",Paper & Paper Products
Shreyas Interm.,526335,,INE115F01017,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Shri Ahimsa,,SHRIAHIMSA,INE0DM401012,FMCG / Consumer Staples,Food Products,Other Food Products
Shri Balaji,544074,,INE0RNZ01014,Industrials,Industrial Manufacturing,Industrial Products
Shri Gang Indus,523309,,INE241V01018,FMCG (Consumer Staples),Beverages,Breweries & Distilleries
Shri Hare-Krish.,,SHKSIL,INE0NON01025,Metals & Mining,Ferrous Metals,Sponge Iron
Shri Kanha Stain,,SHRIKANHA,INE1V4601019,Industrials,Industrial Products,Iron & Steel Products
Shri Keshav,530977,,INE260E01014,Construction & Infrastructure,Cement & Cement Products,Cement & Cement Products
Shri Krishna,531080,,INE997I01012,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
SHRI NIWAS L& F.,538897,,INE201F01015,Financial Services,Finance,Non Banking Financial Company (NBFC)
Shri Techtex,,SHRITECH,INE0OMF01015,Industrials,Industrial Products,Plastic Products - Industrial
Shri Vasuprada,538092,,INE574G01013,FMCG (Consumer Staples),Agricultural Food & other Products,Tea & Coffee
Shri Venkatesh,543373,,INE0HLJ01013,FMCG (Consumer Staples),Agricultural Food & other Products,Edible Oil
Shricon Indus.,508961,,INE753D01010,Construction & Infrastructure,Realty,Real Estate related services
Shringar House,544512,SHRINGARMS,INE1B3L01017,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
Shriram AMC,531359,,INE777G01012,Financial Services,Capital Markets,Asset Management Company
Shriram Finance,511218,SHRIRAMFIN,INE721A01047,Financial Services,Finance,Non Banking Financial Company (NBFC)
Shriram Pistons,544344,SHRIPISTON,INE526E01018,Automobile,Auto Components,Auto Components & Equipments
Shriram Properti,543419,SHRIRAMPPS,INE217L01019,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Shristi Infra,511411,,INE472C01027,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Shrydus Indust.,511493,,INE488C01015,Financial Services,Finance,Non Banking Financial Company (NBFC)
Shubham Polyspin,542019,,INE01J501010,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Shubhlaxmi Jewel,,SHUBHLAXMI,INE01Z401013,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
Shubhshree Bio.,,SHUBHSHREE,INE0UL701015,Industrials,Industrial Products,Other Industrial Products
Shukra Bullions,531506,,INE561E01015,Industrials,Commercial Services & Supplies,Diversified Commercial Services
Shukra Jewellery,523790,,INE344E01016,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
Shukra Pharma.,524632,,INE551C01044,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Shyam Century,539252,SHYAMCENT,INE979R01011,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
Shyam Dhani Ind.,,SHYAMDHANI,INE1CRP01016,FMCG / Consumer Staples,Food Products,Other Food Products
Shyam Metalics,543299,SHYAMMETL,INE810G01011,Industrials,Industrial Products,Iron & Steel Products
Shyam Telecom,517411,SHYAMTEL,INE635A01023,Industrials,Commercial Services & Supplies,Trading & Distributors
Shyama Computro.,531219,,INE861E01019,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Shyamkamal Inv,505515,,INE203N01015,Financial Services,Finance,Other Financial Services
Sibar Auto Parts,520141,,INE441C01014,Automobile,Auto Components,Auto Components & Equipments
Sicagen India,533014,,INE176J01011,Industrials,Commercial Services & Supplies,Trading & Distributors
Sical Logistics,520086,SICALLOG,INE075B01020,Industrials,Transport Services,Logistics Solution Provider
Siddha Ventures,530439,,INE140C01012,Financial Services,Finance,Non Banking Financial Company (NBFC)
Siddhes. Garment,526877,,INE797C01019,Industrials,Commercial Services & Supplies,Trading & Distributors
Siddhi Cotspin,,SIDDHICOTS,INE0SVO01019,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Siddhika Coatins,,SIDDHIKA,INE0A1E01018,Consumer Durables & Retail,Consumer Durables,Paints
Siemens,500550,SIEMENS,INE003A01024,Industrials,Electrical Equipment,Heavy Electrical Equipment
Siemens Ener.Ind,544390,ENRIN,INE1NPP01017,Industrials,Electrical Equipment,Heavy Electrical Equipment
Sigachi Indust.,543389,SIGACHI,INE0D0K01022,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Sigma Advanced System,532408,SIGMAADV,INE933B01012,Telecom,Telecom - Services,Other Telecom Services
Sigma Solve,543917,SIGMA,INE0A0S01028,Information Technology,IT - Services,IT Enabled Services
SignatureGlobal,543990,SIGNATURE,INE903U01023,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Signet Industrie,512131,SIGIND,INE529F01035,Industrials,Commercial Services & Supplies,Trading & Distributors
Signoria Creatio,,SIGNORIA,INE0RDE01010,Consumer Durables & Retail,Textiles & Apparels,Garments & Apparels
Signpost India,544117,SIGNPOST,INE0KGZ01021,Media & Entertainment,Media,Advertising & Media Agencies
Sihora Indust.,544585,,INE0SFA01011,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Sika Interplant,523606,,INE438E01032,Industrials,Aerospace & Defense,Aerospace & Defense
Sikko Industries,,SIKKO,INE112X01025,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
Sikozy Realtors,524642,,INE528E01022,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
SIL Investments,521194,SILINV,INE923A01015,Financial Services,Finance,Investment Company
Silgo Retail,,SILGO,INE01II01013,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
Silicon Rental,543615,,INE0MNV01014,Industrials,Commercial Services & Supplies,Diversified Commercial Services
Silkflex Polymer,,SILKFLEX,INE0STN01015,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Silky Overseas,,SILKY,INE0SN801015,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Silly Monks,,SILLYMONKS,INE203Y01012,Media & Entertainment,Entertainment,Media & Entertainment
Silver Oak (I),531635,,INE870J01019,FMCG (Consumer Staples),Beverages,Breweries & Distilleries
Silver Pearl,543536,,INE0KXN01014,Consumer Durables & Retail,Leisure Services,Hotels & Resorts
Silver Touch,543525,SILVERTUC,INE625X01018,Information Technology,IT - Software,Computers - Software & Consulting
Silverline Tech,500389,,INE368A01021,Information Technology,IT - Software,Software Products
Silveroak Comm,512197,,INE798C01017,Financial Services,Finance,Non Banking Financial Company (NBFC)
Simandhar Impex,544662,,INE0VI201010,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
Simbhaoli Sugar,539742,SIMBHALS,INE748T01016,FMCG (Consumer Staples),Agricultural Food & other Products,Sugar
Simm. Marshall,507998,,INE657D01021,Automobile,Auto Components,Auto Components & Equipments
Simplex Castings,513472,,INE658D01011,Industrials,Industrial Products,Other Industrial Products
Simplex Infra,523838,SIMPLEXINF,INE059B01024,Construction & Infrastructure,Construction,Civil Construction
Simplex Mills,533018,,INE457H01027,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Simplex Papers,533019,,INE456H01029,Materials,"Paper, Forest & Jute Products",Paper & Paper Products
Simplex Realty,503229,,INE167H01014,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Simran Farms,519566,,INE354D01017,FMCG / Consumer Staples,Food Products,Meat Products including Poultry
Sinclairs Hotels,523023,SINCLAIR,INE985A01022,Consumer Durables & Retail,Leisure Services,Hotels & Resorts
Sindhu Trade,532029,SINDHUTRAD,INE325D01025,Industrials,Transport Services,Logistics Solution Provider
Singer India,505729,,INE638A01035,Consumer Durables & Retail,Consumer Durables,Household Appliances
Sinnar Bidi Udy.,509887,,INE896E01023,FMCG (Consumer Staples),Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
Sintercom India,,SINTERCOM,INE129Z01016,Automobile,Auto Components,Auto Components & Equipments
Sir Shadi Lal,532879,,INE117H01019,FMCG (Consumer Staples),Agricultural Food & other Products,Sugar
Sirca Paints,543686,SIRCA,INE792Z01011,Consumer Durables & Retail,Consumer Durables,Paints
SIS,540673,SIS,INE285J01028,Consumer Durables & Retail,Other Consumer Services,Other Consumer Services
Sita Enterprises,512589,,INE579D01019,Industrials,Commercial Services & Supplies,Trading & Distributors
Siti Networks,532795,SITINET,INE965H01011,Media & Entertainment,Entertainment,TV Broadcasting & Software Production
Siyaram Recycli.,544047,,INE0QSK01017,Industrials,Industrial Products,Other Industrial Products
Siyaram Silk,503811,SIYSIL,INE076B01028,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Sizemasters Tech,513496,,INE235U01012,Metals & Mining,Non - Ferrous Metals,Zinc
SJ Corp,504398,,INE312B01027,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
SJS Enterprises,543387,SJS,INE284S01014,Automobile,Auto Components,Auto Components & Equipments
SJVN,533206,SJVN,INE002L01015,Power & Utilities,Power,Power Generation
SK Minerals & Additives,544584,,INE13YH01017,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
SKF India,500472,SKFINDIA,INE640A01023,Industrials,Industrial Products,Abrasives & Bearings
SKF India Indus.,544572,SKFINDUS,INE2J8701016,Industrials,Industrial Products,Abrasives & Bearings
SKIL Infrastr,539861,SKIL,INE429F01012,Construction & Infrastructure,Construction,Civil Construction
Skipper,538562,SKIPPER,INE439E01022,Industrials,Electrical Equipment,Heavy Electrical Equipment
SKM Egg Prod.,532143,SKMEGGPROD,INE411D01023,FMCG / Consumer Staples,Food Products,Meat Products including Poultry
SKP Bearing,,SKP,INE0KZA01016,Industrials,Industrial Products,Abrasives & Bearings
SKP Securities,531169,,INE709B01016,Financial Services,Finance,Non Banking Financial Company (NBFC)
Sky Gold & Diam.,541967,SKYGOLD,INE01IU01018,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
Sky Industries,526479,,INE765B01018,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Skybiotech Healthcare,512036,,INE393H01016,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Skyline Millars,505650,,INE178E01026,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Skyline Ventures,538919,,INE055Q01012,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Slone Infosys.,,SLONE,INE0SMA01017,Information Technology,IT - Hardware,Computers Hardware & Equipments
SM Auto Stamping,543065,,INE0C4I01011,Industrials,Industrial Manufacturing,Industrial Products
Smart Finsec,539494,,INE766D01020,Financial Services,Finance,Non Banking Financial Company (NBFC)
Smarten Power,,SMARTEN,INE14GK01016,Industrials,Electrical Equipment,Other Electrical Equipment
Smartlink Hold.,532419,SMARTLINK,INE178C01020,Information Technology,IT - Hardware,Computers Hardware & Equipments
Smartworks Cowor,544447,SMARTWORKS,INE0NAZ01010,Industrials,Commercial Services & Supplies,Diversified Commercial Services
SMC Global Sec.,543263,SMCGLOBAL,INE103C01036,Financial Services,Capital Markets,Stockbroking & Allied
Smiths & Founder,513418,,INE728B01032,Industrials,Industrial Products,Castings & Forgings
SML Mahindra,505192,SMLMAH,INE294B01019,Automobile,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles
Smruthi Organic,540686,,INE172E01011,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
SMS Pharma.,532815,SMSPHARMA,INE812G01025,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
SMT Engineering,538563,,INE673E01018,Industrials,Commercial Services & Supplies,Trading & Distributors
SMVD Poly Pack,,SMVD,INE702Y01013,Industrials,Industrial Products,Plastic Products - Industrial
Snehaa Organics,,SNEHAA,INE1OIC01018,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
SNL Bearings,505827,,INE568F01017,Automobile,Auto Components,Auto Components & Equipments
Snowman Logistic,538635,SNOWMAN,INE734N01019,Industrials,Transport Services,Logistics Solution Provider
Sobha,532784,SOBHA,INE671H01015,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Sobhagya Mercant,512014,,INE754D01018,Industrials,Commercial Services & Supplies,Diversified Commercial Services
Sodhani Academy,544257,,INE0Q3401017,Consumer Durables & Retail,Other Consumer Services,E-Learning
Sodhani Capital,544560,,INE0QU501030,Financial Services,Capital Markets,Financial Products Distributor
Sofcom Systems,538923,,INE499Q01012,Information Technology,IT - Software,Computers - Software & Consulting
Softrak Venture,531529,,INE562E01021,Financial Services,Finance,Non Banking Financial Company (NBFC)
Softsol India,532344,,INE002B01016,Construction & Infrastructure,Realty,Real Estate related services
Softtech Enginee,543470,SOFTTECH,INE728Z01015,Information Technology,IT - Software,Computers - Software & Consulting
Solar Industries,532725,SOLARINDS,INE343H01029,Chemicals,Chemicals & Petrochemicals,Explosives
Solara Active,541540,SOLARA,INE624Z01016,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Solarium Green,544354,,INE0W0H01017,Construction & Infrastructure,Construction,Civil Construction
Solarworld Ene.,544532,SOLARWORLD,INE0TY101024,Construction & Infrastructure,Construction,Civil Construction
Solex Energy,,SOLEX,INE880Y01017,Industrials,Electrical Equipment,Heavy Electrical Equipment
Solid Stone Co,513699,,INE584G01012,Construction & Infrastructure,Other Construction Materials,Other Construction Materials
Solitaire Mach.,522152,,INE410A01013,Industrials,Industrial Manufacturing,Industrial Products
Solve Plastic,,BALCO,INE0U0201016,Industrials,Industrial Products,Plastic Products - Industrial
Solvex Edibles,544539,,INE1IIQ01028,FMCG (Consumer Staples),Agricultural Food & other Products,Edible Oil
Som Datt Finance,511571,,INE754C01010,Financial Services,Finance,Non Banking Financial Company (NBFC)
Som Distilleries,507514,SDBL,INE480C01038,FMCG (Consumer Staples),Beverages,Breweries & Distilleries
Soma Textiles,521034,SOMATEX,INE314C01013,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Somany Ceramics,531548,SOMANYCERA,INE355A01028,Consumer Durables & Retail,Consumer Durables,Ceramics
Somi Conv.Belt.,533001,SOMICONVEY,INE323J01019,Industrials,Industrial Manufacturing,Industrial Products
Sona BLW Precis.,543300,SONACOMS,INE073K01018,Automobile,Auto Components,Auto Components & Equipments
Sona Machinery,,SONAMAC,INE0Q6H01012,Industrials,Industrial Manufacturing,Industrial Products
Sonal Adhesives,526901,,INE344I01017,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Sonal Mercantile,538943,,INE321M01017,Financial Services,Finance,Non Banking Financial Company (NBFC)
Sonalis Consumer,543924,,INE0N5O01013,FMCG / Consumer Staples,Food Products,Packaged Foods
Sonam,,SONAMLTD,INE00LM01029,Consumer Durables & Retail,Consumer Durables,Consumer Electronics
Sonata Software,532221,SONATSOFTW,INE269A01021,Information Technology,IT - Software,Computers - Software & Consulting
Soni Medicare,539378,,INE848R01018,Healthcare / Pharma,Healthcare Services,Hospital
Sonu Infratech,,SONUINFRA,INE0JZA01018,Construction & Infrastructure,Construction,Civil Construction
Sotac Pharma.,,SOTAC,INE0O2D01012,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Source Industrie,521036,,INE695C01015,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Source Natural,531398,,INE679C01027,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
South Asian Ent.,526477,,INE118B01010,Consumer Durables & Retail,Leisure Services,Amusement Parks/ Other Recreation
South Ind.Bank,532218,SOUTHBANK,INE683A01023,Financial Services,Banks,Private Sector Bank
South West Pinn.,543986,SOUTHWEST,INE980Y01015,Industrials,Commercial Services & Supplies,Diversified Commercial Services
South. Magnesium,513498,,INE308N01012,Metals & Mining,Minerals & Mining,Industrial Minerals
Southern Infocon,540174,,INE298B01010,Information Technology,IT - Software,Computers - Software & Consulting
Southern Latex,514454,,INE410M01018,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Sover. Diamonds,523826,,INE959D01013,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
SP Refractories,,SPRL,INE0JW501011,Industrials,Industrial Products,Electrodes & Refractories
SPA CAPT SER,542376,,INE726X01014,Financial Services,Finance,Other Financial Services
Space Incubatric,541890,,INE797Z01028,Information Technology,IT - Software,Computers - Software & Consulting
Spacenet Enterpr,,SPCENET,INE970N01027,Industrials,Commercial Services & Supplies,Trading & Distributors
Span Divergent,524727,,INE004E01016,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Spandana Sphoort,542759,SPANDANA,INE572J01011,Financial Services,Finance,Microfinance Institutions
SPARC,532872,SPARC,INE232I01014,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Sparc Electrex,531370,,INE960B01015,Information Technology,IT - Software,Computers - Software & Consulting
Sparkle GoldRock,530037,,INE618F01010,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
SPEB Adhesives,,SPEB,INE1CW901027,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Speciality Rest.,534425,SPECIALITY,INE247M01014,Consumer Durables & Retail,Leisure Services,Restaurants
Spectra Industri,513687,,INE848B01012,Automobile,Auto Components,Auto Components & Equipments
Spectrum Electr.,544386,SPECTRUM,INE01EO01010,Industrials,Industrial Manufacturing,Industrial Products
Spectrum Foods,531982,,INE547C01018,FMCG / Consumer Staples,Food Products,Other Food Products
Spectrum Talent,,SPECTSTM,INE0OL001018,Industrials,Commercial Services & Supplies,Diversified Commercial Services
Spel Semiconduct,517166,,INE252A01019,Industrials,Electrical Equipment,Other Electrical Equipment
Spencer's Retail,542337,SPENCERS,INE020801028,Consumer Durables & Retail,Retailing,Diversified Retail
Spenta Intl.,526161,,INE175C01018,Consumer Durables & Retail,Textiles & Apparels,Garments & Apparels
Spice IslandsInd,526827,,INE882D01017,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
Spice LoungeFood,539895,,INE631E01024,Consumer Durables & Retail,Leisure Services,Restaurants
SpiceJet,500285,SPICEJET,INE285B01017,Industrials,Transport Services,Airline
Spinaroo Comm.,544392,,INE10XX01012,Materials,"Paper, Forest & Jute Products",Paper & Paper Products
SPL Industries,532651,SPLIL,INE978G01016,Consumer Durables & Retail,Textiles & Apparels,Trading - Textile Products
SPML Infra,500402,SPMLINFRA,INE937A01023,Construction & Infrastructure,Construction,Civil Construction
Sportking India,539221,SPORTKING,INE885H01029,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
SPP Polymer,,SPPPOLY,INE0QR801013,Industrials,Industrial Products,Packaging
Sprayking Ltd,540079,,INE537U01037,Industrials,Industrial Products,Other Industrial Products
Spright Agro,531205,,INE179O01031,Industrials,Commercial Services & Supplies,Trading & Distributors
Spunweb Nonwoven,,SPUNWEB,INE19QH01010,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Square Four Pro.,526532,,INE716K01020,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Sr.Rayala.Hypo,532842,SRHHYPOLTD,INE917H01012,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Sreechem Resins,514248,,INE377C01010,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Sreeleathers,535601,SREEL,INE099F01013,Consumer Durables & Retail,Consumer Durables,Footwear
Srestha Finvest,539217,,INE606K01049,Financial Services,Finance,Investment Company
SRF,503806,SRF,INE647A01010,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
SRG Housing,534680,SRGHFL,INE559N01010,Financial Services,Finance,Housing Finance Company
Sri Chakra Cem.,518053,,INE827D01020,Construction & Infrastructure,Cement & Cement Products,Cement & Cement Products
Sri Havisha,531322,HAVISHA,INE293B01029,Consumer Durables & Retail,Leisure Services,Hotels & Resorts
Sri KPR Inds.,514442,,INE009C01019,Industrials,Industrial Products,Plastic Products - Industrial
Sri Lak.Sar.Arni,521161,,INE456D01010,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Sri Lotus,544469,LOTUSDEV,INE0V9Q01010,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Sri Nacha. Cott.,521234,,INE443E01016,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Sri Ramakr. Mill,521178,,INE306D01017,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Srigee DLM,544399,,INE0RJ901010,Industrials,Industrial Manufacturing,Industrial Products
Srivari Spices &,,SSFL,INE0ON201012,FMCG / Consumer Staples,Food Products,Other Food Products
Srivasavi Adhes.,,SRIVASAVI,INE0NPI01014,Industrials,Industrial Products,Other Industrial Products
SRM Contractors,544158,SRM,INE0R6Z01013,Construction & Infrastructure,Construction,Civil Construction
SRM Energy Ltd,523222,,INE173J01018,Power & Utilities,Power,Power Generation
SRU Steels,540914,,INE425C01017,Industrials,Commercial Services & Supplies,Trading & Distributors
SSMD Agrotech,544621,,INE1U2R01013,FMCG / Consumer Staples,Food Products,Packaged Foods
SSPDL Ltd,530821,,INE838C01011,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Stallion India,544342,STALLION,INE0RYC01010,Chemicals,Chemicals & Petrochemicals,Industrial Gases
Stanbik Agro,544659,,INE16QA01011,FMCG (Consumer Staples),Agricultural Food & other Products,Other Agricultural Products
Standard Battery,504180,,INE502C01039,Financial Services,Finance,Non Banking Financial Company (NBFC)
Standard Engineering Technology,544333,SETL,INE0M4D01010,Industrials,Industrial Manufacturing,Industrial Products
Standard Inds.,530017,SIL,INE173A01025,Construction & Infrastructure,Realty,Real Estate related services
Standard Shoe,523351,,INE888N01013,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Standard Surfact,526231,,INE307D01015,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Stanley Lifesty.,544202,STANLEY,INE01A001028,Consumer Durables & Retail,Consumer Durables,"Furniture, Home Furnishing"
Stanpacks(India),530931,,INE457D01018,Industrials,Industrial Products,Packaging
Stanrose Mafat.,506105,,INE441L01015,Financial Services,Finance,Investment Company
Star Cement,540575,STARCEMENT,INE460H01021,Construction & Infrastructure,Cement & Cement Products,Cement & Cement Products
Star Delta Trans,539255,,INE541K01014,Industrials,Electrical Equipment,Heavy Electrical Equipment
Star Health Insu,543412,STARHEALTH,INE575P01011,Financial Services,Insurance,General Insurance
Star Housing Fin,539017,,INE526R01028,Financial Services,Finance,Housing Finance Company
Star Imaging,544482,,INE0YG001013,Healthcare / Pharma,Healthcare Services,Healthcare Service Provider
Star Paper Mills,516022,STARPAPER,INE733A01018,Materials,"Paper, Forest & Jute Products",Paper & Paper Products
Starcom Info.,531616,,INE347I01010,Information Technology,IT - Software,Computers - Software & Consulting
Starlineps Enter,540492,,INE594W01042,Metals & Mining,Metals & Minerals Trading,Trading - Minerals
Starlog Enterp.,520155,,INE580C01019,Construction & Infrastructure,Transport Infrastructure,Port & Port services
Starsource Multitrade,506365,,INE320M01019,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Starteck Fin.,512381,STARTECK,INE992I01013,Financial Services,Finance,Non Banking Financial Company (NBFC)
Std. Capital Mkt,511700,,INE625D01028,Financial Services,Finance,Non Banking Financial Company (NBFC)
Steel City Sec.,,STEELCITY,INE395H01011,Financial Services,Capital Markets,Stockbroking & Allied
Steel Exchange,534748,STEELXIND,INE503B01021,Industrials,Industrial Products,Iron & Steel Products
Steel Str. Wheel,513262,SSWL,INE802C01033,Automobile,Auto Components,Auto Components & Equipments
Steel Strips Inf,513173,,INE205F01016,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Steelcast,513517,STEELCAS,INE124E01038,Industrials,Industrial Products,Castings & Forgings
Steelco Gujarat,500399,,INE629B01032,Industrials,Industrial Products,Iron & Steel Products
Steelman Telecom,543622,,INE0MSK01016,Telecom,Telecom - Services,Other Telecom Services
STEL Holdings,533316,STEL,INE577L01016,Financial Services,Finance,Investment Company
Stellant Secu.,526071,,INE395F01023,Financial Services,Finance,Other Financial Services
Stellar Capital,536738,,INE325P01011,Financial Services,Finance,Other Financial Services
Step Two Corp.,531509,,INE623D01015,Financial Services,Finance,Other Financial Services
Sterling & Wils.,542760,SWSOLAR,INE00M201021,Construction & Infrastructure,Construction,Civil Construction
Sterling Green,526500,,INE398F01019,Consumer Durables & Retail,Leisure Services,Hotels & Resorts
Sterling Powerg.,513575,,INE067E01013,Industrials,Industrial Manufacturing,Industrial Products
Sterling Tools,530759,STERTOOLS,INE334A01023,Automobile,Auto Components,Auto Components & Equipments
Sterlite Tech.,532374,STLTECH,INE089C01029,Telecom,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
STL Global,532730,SGL,INE353H01010,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
STL Networks,544395,STLNETWORK,INE1VXE01018,Telecom,Telecom - Services,Other Telecom Services
Storage Tech,544171,,INE0RGM01016,Industrials,Industrial Products,Other Industrial Products
Stove Kraft,543260,STOVEKRAFT,INE00IN01015,Consumer Durables & Retail,Consumer Durables,Household Appliances
Stovec Inds.,504959,,INE755D01015,Industrials,Industrial Manufacturing,Industrial Products
Stratmont Indus.,530495,,INE473C01025,Industrials,Commercial Services & Supplies,Trading & Distributors
Striders Impex,,,INE1XWN01017,,,
Strides Pharma,532531,STAR,INE939A01011,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
String Metaverse,534535,,INE958L01026,Information Technology,IT - Services,IT Enabled Services
Studds Accessor.,544599,STUDDS,INE00Q601028,Automobile,Auto Components,Auto Components & Equipments
Studio LSD,,STUDIOLSD,INE17VO01028,Media & Entertainment,Entertainment,Media & Entertainment
Sturdy Industrie,530611,,INE134F01026,Industrials,Industrial Products,Plastic Products - Industrial
Stylam Industrie,526951,STYLAMIND,INE239C01020,Consumer Durables & Retail,Consumer Durables,Plywood Boards/ Laminates
Styrenix Perfor.,506222,STYRENIX,INE189B01011,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Suba Hotels,,SUBAHOTELS,INE0RYR01018,Consumer Durables & Retail,Leisure Services,Hotels & Resorts
